Rank,Release Group,Worldwide,Domestic,%,Foreign,%.1,filename,year
138,Pain and Glory,"$37,359,689","$4,567,338",12.2%,"$32,792,351",87.8%,2019.csv,2019
139,A Witness Out of the Blue,"$37,092,694",-,-,"$37,092,694",100%,2019.csv,2019
140,The Intruder,"$36,599,361","$35,419,122",96.8%,"$1,180,239",3.2%,2019.csv,2019
141,The Queen's Corgi,"$35,515,687",-,-,"$35,515,687",100%,2019.csv,2019
142,Warrior of the Hornor,"$34,291,831",-,-,"$34,291,831",100%,2019.csv,2019
143,The Battle: Roar to Victory,"$34,148,707",-,-,"$34,148,707",100%,2019.csv,2019
144,The Bad Guys: The Movie,"$34,024,386","$166,972",0.5%,"$33,857,414",99.5%,2019.csv,2019
145,The Good Liar,"$33,856,058","$17,156,058",50.7%,"$16,700,000",49.3%,2019.csv,2019
146,The Art of Racing in the Rain,"$33,766,787","$26,395,642",78.2%,"$7,371,145",21.8%,2019.csv,2019
147,Bharat,"$33,185,983","$2,971,549",9%,"$30,214,434",91%,2019.csv,2019
148,Brightburn,"$32,893,421","$17,300,439",52.6%,"$15,592,982",47.4%,2019.csv,2019
149,Fly Me to the Saitama,"$32,802,347",-,-,"$32,802,347",100%,2019.csv,2019
150,UglyDolls,"$32,450,241","$20,150,241",62.1%,"$12,300,000",37.9%,2019.csv,2019
151,Stuber,"$32,390,945","$22,370,452",69.1%,"$10,020,493",30.9%,2019.csv,2019
152,Hit Me Anyone One More Time!,"$32,333,512",-,-,"$32,333,512",100%,2019.csv,2019
153,Somewhere Winter,"$32,218,990",-,-,"$32,218,990",100%,2019.csv,2019
154,The Kid Who Would Be King,"$32,140,970","$16,790,790",52.2%,"$15,350,180",47.8%,2019.csv,2019
155,Two Tigers,"$32,001,580",-,-,"$32,001,580",100%,2019.csv,2019
156,Anna,"$31,626,978","$7,743,794",24.5%,"$23,883,184",75.5%,2019.csv,2019
157,My Dear Liar,"$31,177,968","$90,545",0.3%,"$31,087,423",99.7%,2019.csv,2019
158,The Wild Goose Lake,"$31,064,835","$12,573",<0.1%,"$31,052,262",100%,2019.csv,2019
159,My Hero Academia: Heroes Rising,"$29,971,229","$13,304,000",44.4%,"$16,667,229",55.6%,2019.csv,2019
160,Fall In Love At First Kiss,"$29,206,238",-,-,"$29,206,238",100%,2019.csv,2019
161,Gully Boy,"$28,299,498","$5,566,534",19.7%,"$22,732,964",80.3%,2019.csv,2019
162,Kim Ji-young: Born 1982,"$27,696,393",-,-,"$27,696,393",100%,2019.csv,2019
163,Pokémon: Mewtwo Strikes Back - Evolution,"$27,347,118",-,-,"$27,347,118",100%,2019.csv,2019
164,Almost a Comedy,"$26,990,962",-,-,"$26,990,962",100%,2019.csv,2019
165,Total Dhamaal,"$26,911,995","$2,167,632",8.1%,"$24,744,363",91.9%,2019.csv,2019
166,Missing Link,"$26,565,710","$16,649,539",62.7%,"$9,916,171",37.3%,2019.csv,2019
167,No Manches Frida 2,"$26,493,648","$9,270,920",35%,"$17,222,728",65%,2019.csv,2019
168,The Confidence Man JP,"$26,228,317",-,-,"$26,228,317",100%,2019.csv,2019
169,The Confidence Man JP: The Movie,"$25,958,189",-,-,"$25,958,189",100%,2019.csv,2019
170,"The Gangster, the Cop, the Devil","$25,775,371","$216,494",0.8%,"$25,558,877",99.2%,2019.csv,2019
171,Bodies at Rest,"$25,293,853",-,-,"$25,293,853",100%,2019.csv,2019
172,Booksmart,"$24,959,607","$22,680,962",90.9%,"$2,278,645",9.1%,2019.csv,2019
173,Super 30,"$24,701,637","$2,269,878",9.2%,"$22,431,759",90.8%,2019.csv,2019
174,Skyfire,"$24,444,590","$1,105",<0.1%,"$24,443,485",100%,2019.csv,2019
175,Start-Up,"$24,106,579",-,-,"$24,106,579",100%,2019.csv,2019
176,Pinocchio,"$23,889,592","$1,831,718",7.7%,"$22,057,874",92.3%,2019.csv,2019
177,The Peanut Butter Falcon,"$23,712,090","$20,457,151",86.3%,"$3,254,939",13.7%,2019.csv,2019
178,Little White Lies 2,"$23,623,665",-,-,"$23,623,665",100%,2019.csv,2019
179,Ossan's Love: Love or Dead,"$23,422,744",-,-,"$23,422,744",100%,2019.csv,2019
180,Only Cloud Knows,"$23,410,836",-,-,"$23,410,836",100%,2019.csv,2019
181,Dark Waters,"$23,108,017","$11,136,084",48.2%,"$11,971,933",51.8%,2019.csv,2019
182,The Farewell,"$23,076,657","$17,695,781",76.7%,"$5,380,876",23.3%,2019.csv,2019
183,The Knight of Shadows: Between Yin and Yang,"$22,774,256",-,-,"$22,774,256",100%,2019.csv,2019
184,Black and Blue,"$22,741,061","$22,055,313",97%,"$685,748",3%,2019.csv,2019
185,Late Night,"$22,386,555","$15,499,454",69.2%,"$6,887,101",30.8%,2019.csv,2019
186,Les Misérables,"$22,342,519","$330,181",1.5%,"$22,012,338",98.5%,2019.csv,2019
187,A Rainy Day in New York,"$22,002,504",-,-,"$22,002,504",100%,2019.csv,2019
188,Crazy Romance,"$21,386,368",-,-,"$21,386,368",100%,2019.csv,2019
189,Shaft,"$21,360,215","$21,360,215",100%,-,-,2019.csv,2019
190,Unplanned,"$21,354,152","$19,005,109",89%,"$2,349,043",11%,2019.csv,2019
191,Hotel Mumbai,"$21,314,816","$9,651,611",45.3%,"$11,663,205",54.7%,2019.csv,2019
192,Integrity,"$21,290,004",-,-,"$21,290,004",100%,2019.csv,2019
193,The Secret Mission,"$21,083,522",-,-,"$21,083,522",100%,2019.csv,2019
194,This Is Tomas,"$20,084,169",-,-,"$20,084,169",100%,2019.csv,2019
195,The Specials,"$19,363,826",-,-,"$19,363,826",100%,2019.csv,2019
196,Always Miss You,"$19,015,465","$91,884",0.5%,"$18,923,581",99.5%,2019.csv,2019
197,An Officer and a Spy,"$18,878,658",-,-,"$18,878,658",100%,2019.csv,2019
198,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,"$18,738,951",-,-,"$18,738,951",100%,2019.csv,2019
199,Greta,"$18,653,107","$10,532,219",56.5%,"$8,120,888",43.5%,2019.csv,2019
200,Peppa Celebrates Chinese New Year,"$18,653,040","$131,225",0.7%,"$18,521,815",99.3%,2019.csv,2019
